"year","country","region","wealth","quality.of.government"
2004,"FR","Mayotte",5400,NA
2005,"FR","Mayotte",5900,NA
2006,"FR","Mayotte",6600,NA
2007,"FR","Mayotte",6900,NA
2008,"FR","Mayotte",7900,NA
2009,"FR","Mayotte",7600,NA
2010,"FR","Mayotte",8000,NA
2011,"FR","Mayotte",8200,NA
2012,"FR","Mayotte",8400,NA
2013,"FR","Mayotte",8800,NA
2000,"FR","EXTRA-REGIO NUTS 1",NA,NA
2001,"FR","EXTRA-REGIO NUTS 1",NA,NA
2002,"FR","EXTRA-REGIO NUTS 1",NA,NA
2003,"FR","EXTRA-REGIO NUTS 1",NA,NA
2004,"FR","EXTRA-REGIO NUTS 1",NA,NA
2005,"FR","EXTRA-REGIO NUTS 1",NA,NA
2006,"FR","EXTRA-REGIO NUTS 1",NA,NA
2007,"FR","EXTRA-REGIO NUTS 1",NA,NA
2008,"FR","EXTRA-REGIO NUTS 1",NA,NA
2009,"FR","EXTRA-REGIO NUTS 1",NA,NA
2010,"FR","EXTRA-REGIO NUTS 1",NA,NA
2011,"FR","EXTRA-REGIO NUTS 1",NA,NA
2012,"FR","EXTRA-REGIO NUTS 1",NA,NA
2013,"FR","EXTRA-REGIO NUTS 1",NA,NA
2000,"FR","Extra-Regio NUTS 2",NA,NA
2001,"FR","Extra-Regio NUTS 2",NA,NA
2002,"FR","Extra-Regio NUTS 2",NA,NA
2003,"FR","Extra-Regio NUTS 2",NA,NA
2004,"FR","Extra-Regio NUTS 2",NA,NA
2005,"FR","Extra-Regio NUTS 2",NA,NA
2006,"FR","Extra-Regio NUTS 2",NA,NA
2007,"FR","Extra-Regio NUTS 2",NA,NA
2008,"FR","Extra-Regio NUTS 2",NA,NA
2009,"FR","Extra-Regio NUTS 2",NA,NA
2010,"FR","Extra-Regio NUTS 2",NA,NA
2011,"FR","Extra-Regio NUTS 2",NA,NA
2012,"FR","Extra-Regio NUTS 2",NA,NA
2013,"FR","Extra-Regio NUTS 2",NA,NA
2000,"UK","NORTH EAST (ENGLAND)",20000,NA
2001,"UK","NORTH EAST (ENGLAND)",20500,NA
2002,"UK","NORTH EAST (ENGLAND)",21700,NA
2003,"UK","NORTH EAST (ENGLAND)",21100,NA
2004,"UK","NORTH EAST (ENGLAND)",23300,NA
2005,"UK","NORTH EAST (ENGLAND)",24300,NA
2006,"UK","NORTH EAST (ENGLAND)",25700,NA
2007,"UK","NORTH EAST (ENGLAND)",26300,NA
2008,"UK","NORTH EAST (ENGLAND)",22900,NA
2009,"UK","NORTH EAST (ENGLAND)",19900,NA
2010,"UK","NORTH EAST (ENGLAND)",21300,0.882495
2011,"UK","NORTH EAST (ENGLAND)",21800,NA
2012,"UK","NORTH EAST (ENGLAND)",23800,NA
2013,"UK","NORTH EAST (ENGLAND)",23400,0.704738
2000,"UK","Tees Valley and Durham",19300,NA
2001,"UK","Tees Valley and Durham",19200,NA
2002,"UK","Tees Valley and Durham",19900,NA
2003,"UK","Tees Valley and Durham",19700,NA
2004,"UK","Tees Valley and Durham",21800,NA
2005,"UK","Tees Valley and Durham",21900,NA
2006,"UK","Tees Valley and Durham",23700,NA
2007,"UK","Tees Valley and Durham",24400,NA
2008,"UK","Tees Valley and Durham",21500,NA
2009,"UK","Tees Valley and Durham",18900,NA
2010,"UK","Tees Valley and Durham",20400,NA
2011,"UK","Tees Valley and Durham",20200,NA
2012,"UK","Tees Valley and Durham",22000,NA
2013,"UK","Tees Valley and Durham",21900,NA
2000,"UK","Northumberland and Tyne and Wear",20500,NA
2001,"UK","Northumberland and Tyne and Wear",21500,NA
2002,"UK","Northumberland and Tyne and Wear",23200,NA
2003,"UK","Northumberland and Tyne and Wear",22200,NA
2004,"UK","Northumberland and Tyne and Wear",24500,NA
2005,"UK","Northumberland and Tyne and Wear",26300,NA
2006,"UK","Northumberland and Tyne and Wear",27300,NA
2007,"UK","Northumberland and Tyne and Wear",27900,NA
2008,"UK","Northumberland and Tyne and Wear",24200,NA
2009,"UK","Northumberland and Tyne and Wear",20700,NA
2010,"UK","Northumberland and Tyne and Wear",22100,NA
2011,"UK","Northumberland and Tyne and Wear",23100,NA
2012,"UK","Northumberland and Tyne and Wear",25300,NA
2013,"UK","Northumberland and Tyne and Wear",24600,NA
2000,"UK","NORTH WEST (ENGLAND)",23600,NA
2001,"UK","NORTH WEST (ENGLAND)",24500,NA
2002,"UK","NORTH WEST (ENGLAND)",25700,NA
2003,"UK","NORTH WEST (ENGLAND)",24700,NA
2004,"UK","NORTH WEST (ENGLAND)",26700,NA
2005,"UK","NORTH WEST (ENGLAND)",27500,NA
2006,"UK","NORTH WEST (ENGLAND)",29300,NA
2007,"UK","NORTH WEST (ENGLAND)",30400,NA
2008,"UK","NORTH WEST (ENGLAND)",26400,NA
2009,"UK","NORTH WEST (ENGLAND)",23200,NA
2010,"UK","NORTH WEST (ENGLAND)",24900,1.01017
2011,"UK","NORTH WEST (ENGLAND)",24600,NA
2012,"UK","NORTH WEST (ENGLAND)",27100,NA
2013,"UK","NORTH WEST (ENGLAND)",27000,0.852965
2000,"UK","Cumbria",21800,NA
2001,"UK","Cumbria",21900,NA
2002,"UK","Cumbria",22900,NA
2003,"UK","Cumbria",22200,NA
2004,"UK","Cumbria",25100,NA
2005,"UK","Cumbria",24400,NA
2006,"UK","Cumbria",27500,NA
2007,"UK","Cumbria",28100,NA
2008,"UK","Cumbria",25700,NA
2009,"UK","Cumbria",22200,NA
2010,"UK","Cumbria",24900,NA
2011,"UK","Cumbria",24300,NA
2012,"UK","Cumbria",27200,NA
2013,"UK","Cumbria",27700,NA
2000,"UK","Cheshire",NA,NA
2001,"UK","Cheshire",NA,NA
2002,"UK","Cheshire",NA,NA
2003,"UK","Cheshire",NA,NA
2004,"UK","Cheshire",NA,NA
2005,"UK","Cheshire",NA,NA
2006,"UK","Cheshire",NA,NA
2007,"UK","Cheshire",NA,NA
2008,"UK","Cheshire",NA,NA
2009,"UK","Cheshire",NA,NA
2010,"UK","Cheshire",NA,NA
2011,"UK","Cheshire",NA,NA
2012,"UK","Cheshire",NA,NA
2013,"UK","Cheshire",NA,NA
2000,"UK","Greater Manchester",24300,NA
2001,"UK","Greater Manchester",25300,NA
2002,"UK","Greater Manchester",26400,NA
2003,"UK","Greater Manchester",25100,NA
2004,"UK","Greater Manchester",27400,NA
2005,"UK","Greater Manchester",28300,NA
2006,"UK","Greater Manchester",29800,NA
2007,"UK","Greater Manchester",31000,NA
2008,"UK","Greater Manchester",26400,NA
2009,"UK","Greater Manchester",23300,NA
2010,"UK","Greater Manchester",25000,NA
2011,"UK","Greater Manchester",24400,NA
2012,"UK","Greater Manchester",27100,NA
2013,"UK","Greater Manchester",27000,NA
2000,"UK","Lancashire",22600,NA
2001,"UK","Lancashire",22700,NA
2002,"UK","Lancashire",23600,NA
2003,"UK","Lancashire",22800,NA
2004,"UK","Lancashire",25100,NA
2005,"UK","Lancashire",25600,NA
2006,"UK","Lancashire",26300,NA
2007,"UK","Lancashire",27800,NA
2008,"UK","Lancashire",23900,NA
2009,"UK","Lancashire",20700,NA
2010,"UK","Lancashire",22200,NA
2011,"UK","Lancashire",22100,NA
2012,"UK","Lancashire",24300,NA
2013,"UK","Lancashire",24300,NA
2000,"UK","Merseyside",NA,NA
2001,"UK","Merseyside",NA,NA
2002,"UK","Merseyside",NA,NA
2003,"UK","Merseyside",NA,NA
2004,"UK","Merseyside",NA,NA
2005,"UK","Merseyside",NA,NA
2006,"UK","Merseyside",NA,NA
2007,"UK","Merseyside",NA,NA
2008,"UK","Merseyside",NA,NA
2009,"UK","Merseyside",NA,NA
2010,"UK","Merseyside",NA,NA
2011,"UK","Merseyside",NA,NA
2012,"UK","Merseyside",NA,NA
2013,"UK","Merseyside",NA,NA
2000,"UK","Cheshire",28600,NA
2001,"UK","Cheshire",31800,NA
2002,"UK","Cheshire",33500,NA
2003,"UK","Cheshire",32000,NA
2004,"UK","Cheshire",33300,NA
2005,"UK","Cheshire",35500,NA
2006,"UK","Cheshire",38700,NA
2007,"UK","Cheshire",40100,NA
2008,"UK","Cheshire",34900,NA
2009,"UK","Cheshire",30400,NA
2010,"UK","Cheshire",32600,NA
2011,"UK","Cheshire",32400,NA
2012,"UK","Cheshire",37300,NA
2013,"UK","Cheshire",36300,NA
2000,"UK","Merseyside",21100,NA
2001,"UK","Merseyside",21600,NA
2002,"UK","Merseyside",23000,NA
2003,"UK","Merseyside",22100,NA
2004,"UK","Merseyside",23700,NA
2005,"UK","Merseyside",24200,NA
2006,"UK","Merseyside",26500,NA
2007,"UK","Merseyside",26800,NA
2008,"UK","Merseyside",23800,NA
2009,"UK","Merseyside",21600,NA
2010,"UK","Merseyside",23000,NA
2011,"UK","Merseyside",22800,NA
2012,"UK","Merseyside",23900,NA
2013,"UK","Merseyside",23800,NA
2000,"UK","YORKSHIRE AND THE HUMBER",23000,NA
2001,"UK","YORKSHIRE AND THE HUMBER",23300,NA
2002,"UK","YORKSHIRE AND THE HUMBER",24700,NA
2003,"UK","YORKSHIRE AND THE HUMBER",24000,NA
2004,"UK","YORKSHIRE AND THE HUMBER",26000,NA
2005,"UK","YORKSHIRE AND THE HUMBER",26800,NA
2006,"UK","YORKSHIRE AND THE HUMBER",28200,NA
2007,"UK","YORKSHIRE AND THE HUMBER",29700,NA
2008,"UK","YORKSHIRE AND THE HUMBER",25500,NA
2009,"UK","YORKSHIRE AND THE HUMBER",22500,NA
2010,"UK","YORKSHIRE AND THE HUMBER",23700,0.601232
2011,"UK","YORKSHIRE AND THE HUMBER",24000,NA
2012,"UK","YORKSHIRE AND THE HUMBER",26000,NA
2013,"UK","YORKSHIRE AND THE HUMBER",25500,0.935642
2000,"UK","East Yorkshire and Northern Lincolnshire",22100,NA
2001,"UK","East Yorkshire and Northern Lincolnshire",22400,NA
2002,"UK","East Yorkshire and Northern Lincolnshire",23800,NA
2003,"UK","East Yorkshire and Northern Lincolnshire",23100,NA
2004,"UK","East Yorkshire and Northern Lincolnshire",25200,NA
2005,"UK","East Yorkshire and Northern Lincolnshire",26000,NA
2006,"UK","East Yorkshire and Northern Lincolnshire",27100,NA
2007,"UK","East Yorkshire and Northern Lincolnshire",28900,NA
2008,"UK","East Yorkshire and Northern Lincolnshire",24800,NA
2009,"UK","East Yorkshire and Northern Lincolnshire",23100,NA
2010,"UK","East Yorkshire and Northern Lincolnshire",23500,NA
2011,"UK","East Yorkshire and Northern Lincolnshire",23200,NA
2012,"UK","East Yorkshire and Northern Lincolnshire",25300,NA
2013,"UK","East Yorkshire and Northern Lincolnshire",24200,NA
2000,"UK","North Yorkshire",25500,NA
2001,"UK","North Yorkshire",25900,NA
2002,"UK","North Yorkshire",28500,NA
2003,"UK","North Yorkshire",27600,NA
2004,"UK","North Yorkshire",29600,NA
2005,"UK","North Yorkshire",30000,NA
2006,"UK","North Yorkshire",31200,NA
2007,"UK","North Yorkshire",32800,NA
2008,"UK","North Yorkshire",28100,NA
2009,"UK","North Yorkshire",24100,NA
2010,"UK","North Yorkshire",26000,NA
2011,"UK","North Yorkshire",26700,NA
2012,"UK","North Yorkshire",28900,NA
2013,"UK","North Yorkshire",28700,NA
2000,"UK","South Yorkshire",19300,NA
2001,"UK","South Yorkshire",19900,NA
2002,"UK","South Yorkshire",21500,NA
2003,"UK","South Yorkshire",20800,NA
2004,"UK","South Yorkshire",22700,NA
2005,"UK","South Yorkshire",23300,NA
2006,"UK","South Yorkshire",24600,NA
2007,"UK","South Yorkshire",26300,NA
2008,"UK","South Yorkshire",22100,NA
2009,"UK","South Yorkshire",19300,NA
2010,"UK","South Yorkshire",20800,NA
2011,"UK","South Yorkshire",20800,NA
2012,"UK","South Yorkshire",22600,NA
2013,"UK","South Yorkshire",22200,NA
2000,"UK","West Yorkshire",24700,NA
2001,"UK","West Yorkshire",24800,NA
2002,"UK","West Yorkshire",25700,NA
2003,"UK","West Yorkshire",25100,NA
2004,"UK","West Yorkshire",27000,NA
2005,"UK","West Yorkshire",28200,NA
2006,"UK","West Yorkshire",29700,NA
2007,"UK","West Yorkshire",30900,NA
2008,"UK","West Yorkshire",26900,NA
2009,"UK","West Yorkshire",23500,NA
2010,"UK","West Yorkshire",24800,NA
2011,"UK","West Yorkshire",25300,NA
2012,"UK","West Yorkshire",27400,NA
2013,"UK","West Yorkshire",26900,NA
2000,"UK","EAST MIDLANDS (ENGLAND)",23800,NA
2001,"UK","EAST MIDLANDS (ENGLAND)",24200,NA
2002,"UK","EAST MIDLANDS (ENGLAND)",24800,NA
2003,"UK","EAST MIDLANDS (ENGLAND)",24000,NA
2004,"UK","EAST MIDLANDS (ENGLAND)",25300,NA
2005,"UK","EAST MIDLANDS (ENGLAND)",26600,NA
2006,"UK","EAST MIDLANDS (ENGLAND)",28000,NA
2007,"UK","EAST MIDLANDS (ENGLAND)",29100,NA
2008,"UK","EAST MIDLANDS (ENGLAND)",25200,NA
2009,"UK","EAST MIDLANDS (ENGLAND)",21600,NA
2010,"UK","EAST MIDLANDS (ENGLAND)",23800,1.2263
2011,"UK","EAST MIDLANDS (ENGLAND)",24300,NA
2012,"UK","EAST MIDLANDS (ENGLAND)",26400,NA
2013,"UK","EAST MIDLANDS (ENGLAND)",26300,0.688921
2000,"UK","Derbyshire and Nottinghamshire",22900,NA
2001,"UK","Derbyshire and Nottinghamshire",23200,NA
2002,"UK","Derbyshire and Nottinghamshire",24000,NA
2003,"UK","Derbyshire and Nottinghamshire",22700,NA
2004,"UK","Derbyshire and Nottinghamshire",24400,NA
2005,"UK","Derbyshire and Nottinghamshire",26100,NA
2006,"UK","Derbyshire and Nottinghamshire",27300,NA
2007,"UK","Derbyshire and Nottinghamshire",28000,NA
2008,"UK","Derbyshire and Nottinghamshire",24200,NA
2009,"UK","Derbyshire and Nottinghamshire",20800,NA
2010,"UK","Derbyshire and Nottinghamshire",22900,NA
2011,"UK","Derbyshire and Nottinghamshire",23900,NA
2012,"UK","Derbyshire and Nottinghamshire",25900,NA
2013,"UK","Derbyshire and Nottinghamshire",25600,NA
2000,"UK","Leicestershire, Rutland and Northamptonshire",26000,NA
2001,"UK","Leicestershire, Rutland and Northamptonshire",26100,NA
2002,"UK","Leicestershire, Rutland and Northamptonshire",26700,NA
2003,"UK","Leicestershire, Rutland and Northamptonshire",26100,NA
2004,"UK","Leicestershire, Rutland and Northamptonshire",27800,NA
2005,"UK","Leicestershire, Rutland and Northamptonshire",28700,NA
2006,"UK","Leicestershire, Rutland and Northamptonshire",30300,NA
2007,"UK","Leicestershire, Rutland and Northamptonshire",32100,NA
2008,"UK","Leicestershire, Rutland and Northamptonshire",27600,NA
2009,"UK","Leicestershire, Rutland and Northamptonshire",23800,NA
2010,"UK","Leicestershire, Rutland and Northamptonshire",26100,NA
2011,"UK","Leicestershire, Rutland and Northamptonshire",25900,NA
2012,"UK","Leicestershire, Rutland and Northamptonshire",28200,NA
2013,"UK","Leicestershire, Rutland and Northamptonshire",28100,NA
2000,"UK","Lincolnshire",21100,NA
2001,"UK","Lincolnshire",22400,NA
2002,"UK","Lincolnshire",22900,NA
2003,"UK","Lincolnshire",22700,NA
2004,"UK","Lincolnshire",22500,NA
2005,"UK","Lincolnshire",22800,NA
2006,"UK","Lincolnshire",24400,NA
2007,"UK","Lincolnshire",25400,NA
2008,"UK","Lincolnshire",22500,NA
2009,"UK","Lincolnshire",19100,NA
2010,"UK","Lincolnshire",20900,NA
2011,"UK","Lincolnshire",21600,NA
2012,"UK","Lincolnshire",23600,NA
2013,"UK","Lincolnshire",23900,NA
2000,"UK","WEST MIDLANDS (ENGLAND)",24900,NA
2001,"UK","WEST MIDLANDS (ENGLAND)",25000,NA
2002,"UK","WEST MIDLANDS (ENGLAND)",25700,NA
2003,"UK","WEST MIDLANDS (ENGLAND)",24500,NA
2004,"UK","WEST MIDLANDS (ENGLAND)",26300,NA
2005,"UK","WEST MIDLANDS (ENGLAND)",27100,NA
2006,"UK","WEST MIDLANDS (ENGLAND)",28300,NA
2007,"UK","WEST MIDLANDS (ENGLAND)",29000,NA
2008,"UK","WEST MIDLANDS (ENGLAND)",25000,NA
2009,"UK","WEST MIDLANDS (ENGLAND)",21300,NA
2010,"UK","WEST MIDLANDS (ENGLAND)",23300,0.756776
2011,"UK","WEST MIDLANDS (ENGLAND)",23800,NA
2012,"UK","WEST MIDLANDS (ENGLAND)",26200,NA
2013,"UK","WEST MIDLANDS (ENGLAND)",25900,0.6551
2000,"UK","Herefordshire, Worcestershire and Warwickshire",25900,NA
2001,"UK","Herefordshire, Worcestershire and Warwickshire",25500,NA
2002,"UK","Herefordshire, Worcestershire and Warwickshire",25600,NA
2003,"UK","Herefordshire, Worcestershire and Warwickshire",25100,NA
2004,"UK","Herefordshire, Worcestershire and Warwickshire",27500,NA
2005,"UK","Herefordshire, Worcestershire and Warwickshire",27900,NA
2006,"UK","Herefordshire, Worcestershire and Warwickshire",30300,NA
2007,"UK","Herefordshire, Worcestershire and Warwickshire",30200,NA
2008,"UK","Herefordshire, Worcestershire and Warwickshire",26300,NA
2009,"UK","Herefordshire, Worcestershire and Warwickshire",22500,NA
2010,"UK","Herefordshire, Worcestershire and Warwickshire",24900,NA
2011,"UK","Herefordshire, Worcestershire and Warwickshire",25700,NA
2012,"UK","Herefordshire, Worcestershire and Warwickshire",28800,NA
2013,"UK","Herefordshire, Worcestershire and Warwickshire",28600,NA
2000,"UK","Shropshire and Staffordshire",22200,NA
2001,"UK","Shropshire and Staffordshire",22100,NA
2002,"UK","Shropshire and Staffordshire",23300,NA
2003,"UK","Shropshire and Staffordshire",22300,NA
2004,"UK","Shropshire and Staffordshire",24300,NA
2005,"UK","Shropshire and Staffordshire",24900,NA
2006,"UK","Shropshire and Staffordshire",26000,NA
2007,"UK","Shropshire and Staffordshire",26700,NA
2008,"UK","Shropshire and Staffordshire",23600,NA
2009,"UK","Shropshire and Staffordshire",19900,NA
2010,"UK","Shropshire and Staffordshire",21800,NA
2011,"UK","Shropshire and Staffordshire",22400,NA
2012,"UK","Shropshire and Staffordshire",24300,NA
2013,"UK","Shropshire and Staffordshire",24100,NA
2000,"UK","West Midlands",25900,NA
2001,"UK","West Midlands",26500,NA
2002,"UK","West Midlands",27100,NA
2003,"UK","West Midlands",25500,NA
2004,"UK","West Midlands",27000,NA
2005,"UK","West Midlands",27900,NA
2006,"UK","West Midlands",28800,NA
2007,"UK","West Midlands",29800,NA
2008,"UK","West Midlands",25200,NA
2009,"UK","West Midlands",21600,NA
2010,"UK","West Midlands",23400,NA
2011,"UK","West Midlands",23700,NA
2012,"UK","West Midlands",26100,NA
2013,"UK","West Midlands",25700,NA
2000,"UK","EAST OF ENGLAND",27800,NA
2001,"UK","EAST OF ENGLAND",28300,NA
2002,"UK","EAST OF ENGLAND",29200,NA
2003,"UK","EAST OF ENGLAND",28300,NA
2004,"UK","EAST OF ENGLAND",29700,NA
2005,"UK","EAST OF ENGLAND",30700,NA
2006,"UK","EAST OF ENGLAND",32500,NA
2007,"UK","EAST OF ENGLAND",33300,NA
2008,"UK","EAST OF ENGLAND",29400,NA
2009,"UK","EAST OF ENGLAND",25200,NA
2010,"UK","EAST OF ENGLAND",27100,0.718651
2011,"UK","EAST OF ENGLAND",27300,NA
2012,"UK","EAST OF ENGLAND",29800,NA
2013,"UK","EAST OF ENGLAND",29200,0.906543
2000,"UK","East Anglia",27100,NA
2001,"UK","East Anglia",27700,NA
2002,"UK","East Anglia",28300,NA
2003,"UK","East Anglia",27300,NA
2004,"UK","East Anglia",29000,NA
2005,"UK","East Anglia",29700,NA
2006,"UK","East Anglia",32500,NA
2007,"UK","East Anglia",32800,NA
2008,"UK","East Anglia",28600,NA
2009,"UK","East Anglia",24700,NA
2010,"UK","East Anglia",26800,NA
2011,"UK","East Anglia",27300,NA
2012,"UK","East Anglia",30000,NA
2013,"UK","East Anglia",29400,NA
2000,"UK","Bedfordshire and Hertfordshire",32700,NA
2001,"UK","Bedfordshire and Hertfordshire",32800,NA
2002,"UK","Bedfordshire and Hertfordshire",34000,NA
2003,"UK","Bedfordshire and Hertfordshire",32400,NA
2004,"UK","Bedfordshire and Hertfordshire",34000,NA
2005,"UK","Bedfordshire and Hertfordshire",35900,NA
2006,"UK","Bedfordshire and Hertfordshire",36300,NA
2007,"UK","Bedfordshire and Hertfordshire",37400,NA
2008,"UK","Bedfordshire and Hertfordshire",34000,NA
2009,"UK","Bedfordshire and Hertfordshire",28900,NA
2010,"UK","Bedfordshire and Hertfordshire",30300,NA
2011,"UK","Bedfordshire and Hertfordshire",30000,NA
2012,"UK","Bedfordshire and Hertfordshire",32800,NA
2013,"UK","Bedfordshire and Hertfordshire",32600,NA
2000,"UK","Essex",23900,NA
2001,"UK","Essex",24700,NA
2002,"UK","Essex",25600,NA
2003,"UK","Essex",25600,NA
2004,"UK","Essex",26600,NA
2005,"UK","Essex",27000,NA
2006,"UK","Essex",28700,NA
2007,"UK","Essex",30000,NA
2008,"UK","Essex",25800,NA
2009,"UK","Essex",22300,NA
2010,"UK","Essex",24200,NA
2011,"UK","Essex",24500,NA
2012,"UK","Essex",26400,NA
2013,"UK","Essex",25600,NA
2000,"UK","LONDON",46600,NA
2001,"UK","LONDON",46500,NA
2002,"UK","LONDON",47500,NA
2003,"UK","LONDON",45700,NA
2004,"UK","LONDON",49000,NA
2005,"UK","LONDON",52200,NA
2006,"UK","LONDON",54200,NA
2007,"UK","LONDON",57700,NA
2008,"UK","LONDON",50400,NA
2009,"UK","LONDON",44000,NA
2010,"UK","LONDON",47300,0.424223
2011,"UK","LONDON",49500,NA
2012,"UK","LONDON",54200,NA
2013,"UK","LONDON",53500,1.00291
2000,"UK","Inner London",NA,NA
2001,"UK","Inner London",NA,NA
2002,"UK","Inner London",NA,NA
2003,"UK","Inner London",NA,NA
2004,"UK","Inner London",NA,NA
2005,"UK","Inner London",NA,NA
2006,"UK","Inner London",NA,NA
2007,"UK","Inner London",NA,NA
2008,"UK","Inner London",NA,NA
2009,"UK","Inner London",NA,NA
2010,"UK","Inner London",NA,NA
2011,"UK","Inner London",NA,NA
2012,"UK","Inner London",NA,NA
2013,"UK","Inner London",NA,NA
2000,"UK","Outer London",NA,NA
2001,"UK","Outer London",NA,NA
2002,"UK","Outer London",NA,NA
2003,"UK","Outer London",NA,NA
2004,"UK","Outer London",NA,NA
2005,"UK","Outer London",NA,NA
2006,"UK","Outer London",NA,NA
2007,"UK","Outer London",NA,NA
2008,"UK","Outer London",NA,NA
2009,"UK","Outer London",NA,NA
2010,"UK","Outer London",NA,NA
2011,"UK","Outer London",NA,NA
2012,"UK","Outer London",NA,NA
2013,"UK","Outer London",NA,NA
2000,"UK","Inner London - West",125000,NA
2001,"UK","Inner London - West",123900,NA
2002,"UK","Inner London - West",126100,NA
2003,"UK","Inner London - West",121900,NA
2004,"UK","Inner London - West",132000,NA
2005,"UK","Inner London - West",142600,NA
2006,"UK","Inner London - West",149000,NA
2007,"UK","Inner London - West",163400,NA
2008,"UK","Inner London - West",145800,NA
2009,"UK","Inner London - West",132900,NA
2010,"UK","Inner London - West",145200,NA
2011,"UK","Inner London - West",151400,NA
2012,"UK","Inner London - West",166200,NA
2013,"UK","Inner London - West",155900,NA
2000,"UK","Inner London - East",47000,NA
2001,"UK","Inner London - East",47100,NA
2002,"UK","Inner London - East",47800,NA
2003,"UK","Inner London - East",46300,NA
2004,"UK","Inner London - East",50300,NA
2005,"UK","Inner London - East",54600,NA
2006,"UK","Inner London - East",56300,NA
2007,"UK","Inner London - East",60100,NA
2008,"UK","Inner London - East",51700,NA
2009,"UK","Inner London - East",44800,NA
2010,"UK","Inner London - East",47100,NA
2011,"UK","Inner London - East",50700,NA
2012,"UK","Inner London - East",54500,NA
2013,"UK","Inner London - East",58300,NA
2000,"UK","Outer London - East and North East",23000,NA
2001,"UK","Outer London - East and North East",22800,NA
2002,"UK","Outer London - East and North East",23300,NA
2003,"UK","Outer London - East and North East",22100,NA
2004,"UK","Outer London - East and North East",23300,NA
2005,"UK","Outer London - East and North East",24100,NA
2006,"UK","Outer London - East and North East",25300,NA
2007,"UK","Outer London - East and North East",26000,NA
2008,"UK","Outer London - East and North East",22800,NA
2009,"UK","Outer London - East and North East",19200,NA
2010,"UK","Outer London - East and North East",20800,NA
2011,"UK","Outer London - East and North East",21400,NA
2012,"UK","Outer London - East and North East",24000,NA
2013,"UK","Outer London - East and North East",23500,NA
2000,"UK","Outer London - South",28300,NA
2001,"UK","Outer London - South",27900,NA
2002,"UK","Outer London - South",28900,NA
2003,"UK","Outer London - South",27800,NA
2004,"UK","Outer London - South",29400,NA
2005,"UK","Outer London - South",30400,NA
2006,"UK","Outer London - South",32000,NA
2007,"UK","Outer London - South",33400,NA
2008,"UK","Outer London - South",28700,NA
2009,"UK","Outer London - South",24000,NA
2010,"UK","Outer London - South",25800,NA
2011,"UK","Outer London - South",26100,NA
2012,"UK","Outer London - South",28700,NA
2013,"UK","Outer London - South",27700,NA
2000,"UK","Outer London - West and North West",35100,NA
2001,"UK","Outer London - West and North West",34100,NA
2002,"UK","Outer London - West and North West",34900,NA
2003,"UK","Outer London - West and North West",33000,NA
2004,"UK","Outer London - West and North West",34500,NA
2005,"UK","Outer London - West and North West",35300,NA
2006,"UK","Outer London - West and North West",36200,NA
2007,"UK","Outer London - West and North West",37400,NA
2008,"UK","Outer London - West and North West",33000,NA
2009,"UK","Outer London - West and North West",27600,NA
2010,"UK","Outer London - West and North West",29800,NA
2011,"UK","Outer London - West and North West",31100,NA
2012,"UK","Outer London - West and North West",35000,NA
2013,"UK","Outer London - West and North West",34900,NA
2000,"UK","SOUTH EAST (ENGLAND)",31600,NA
2001,"UK","SOUTH EAST (ENGLAND)",32200,NA
2002,"UK","SOUTH EAST (ENGLAND)",33700,NA
2003,"UK","SOUTH EAST (ENGLAND)",31900,NA
2004,"UK","SOUTH EAST (ENGLAND)",33300,NA
2005,"UK","SOUTH EAST (ENGLAND)",34400,NA
2006,"UK","SOUTH EAST (ENGLAND)",35900,NA
2007,"UK","SOUTH EAST (ENGLAND)",37400,NA
2008,"UK","SOUTH EAST (ENGLAND)",32800,NA
2009,"UK","SOUTH EAST (ENGLAND)",28500,NA
2010,"UK","SOUTH EAST (ENGLAND)",31100,1.0547
2011,"UK","SOUTH EAST (ENGLAND)",31600,NA
2012,"UK","SOUTH EAST (ENGLAND)",35100,NA
2013,"UK","SOUTH EAST (ENGLAND)",34700,1.061881
2000,"UK","Berkshire, Buckinghamshire and Oxfordshire",40300,NA
2001,"UK","Berkshire, Buckinghamshire and Oxfordshire",40500,NA
2002,"UK","Berkshire, Buckinghamshire and Oxfordshire",42700,NA
2003,"UK","Berkshire, Buckinghamshire and Oxfordshire",41100,NA
2004,"UK","Berkshire, Buckinghamshire and Oxfordshire",42700,NA
2005,"UK","Berkshire, Buckinghamshire and Oxfordshire",44200,NA
2006,"UK","Berkshire, Buckinghamshire and Oxfordshire",45200,NA
2007,"UK","Berkshire, Buckinghamshire and Oxfordshire",47000,NA
2008,"UK","Berkshire, Buckinghamshire and Oxfordshire",41300,NA
2009,"UK","Berkshire, Buckinghamshire and Oxfordshire",35700,NA
2010,"UK","Berkshire, Buckinghamshire and Oxfordshire",38900,NA
2011,"UK","Berkshire, Buckinghamshire and Oxfordshire",40200,NA
2012,"UK","Berkshire, Buckinghamshire and Oxfordshire",44500,NA
2013,"UK","Berkshire, Buckinghamshire and Oxfordshire",43900,NA
2000,"UK","Surrey, East and West Sussex",31200,NA
2001,"UK","Surrey, East and West Sussex",31900,NA
2002,"UK","Surrey, East and West Sussex",32800,NA
2003,"UK","Surrey, East and West Sussex",31100,NA
2004,"UK","Surrey, East and West Sussex",32000,NA
2005,"UK","Surrey, East and West Sussex",32700,NA
